Time (matlabs datenum format),Cloud base height (decameters)
730872.8333,331
730872.875,331
730872.9167,441
730872.9583,491
730873,61
730873.0417,451
730873.0833,301
730873.125,41
730873.1667,81
730873.2083,171
730873.25,231
730873.2917,401
730873.3333,21
730873.375,201
730873.4167,101
730873.4583,401
730873.5,191
730873.5417,211
730873.5833,241
730873.625,421
730873.6667,351
730873.7083,311
730873.75,431
730873.7917,241
730873.8333,201
730873.875,81
730873.9167,121
730873.9583,201
730874,251
730874.0417,51
730874.0833,151
730874.125,21
730874.1667,421
730874.2083,281
730874.25,441
730874.2917,161
730874.3333,41
730874.375,481
730874.4167,411
730874.4583,81
730874.5,361
730874.5417,81
730874.5833,121
730874.625,81
730874.6667,361
730874.7083,141
730874.75,411
730874.7917,221
730874.8333,151
730874.875,191
730874.9167,181
730874.9583,121
730875,101
730875.0417,191
730875.0833,41
730875.125,191
730875.1667,31
730875.2083,211
730875.25,351
730875.2917,501
730875.3333,301
730875.375,241
730875.4167,191
730875.4583,481
730875.5,461
730875.5417,481
730875.5833,371
730875.625,431
730875.6667,481
730875.7083,361
730875.75,481
730875.7917,91
730875.8333,1
730875.875,211
730875.9167,41
730875.9583,131
730876,101
730876.0417,41
730876.0833,111
730876.125,131
730876.1667,331
730876.2083,461
730876.25,461
730876.2917,421
730876.3333,431
730876.375,431
730876.4167,441
730876.4583,371
730876.5,331
730876.5417,291
730876.5833,421
730876.625,211
730876.6667,491
730876.7083,61
730876.75,141
730876.7917,231
730876.8333,201
730876.875,451
730876.9167,281
730876.9583,251
730877,371
730877.0417,361
730877.0833,281
730877.125,171
730877.1667,471
730877.2083,91
730877.25,331
730877.2917,201
730877.3333,211
730877.375,341
730877.4167,411
730877.4583,241
730877.5,211
730877.5417,131
730877.5833,441
730877.625,41
730877.6667,121
730877.7083,351
730877.75,61
730877.7917,281
730877.8333,361
730877.875,31
730877.9167,231
730877.9583,101
730878,201
730878.0417,31
730878.0833,461
730878.125,261
730878.1667,431
730878.2083,171
730878.25,151
730878.2917,441
730878.3333,191
730878.375,101
730878.4167,371
730878.4583,331
730878.5,261
730878.5417,101
730878.5833,231
730878.625,241
730878.6667,91
730878.7083,481
730878.75,341
730878.7917,141
730878.8333,11
730878.875,51
730878.9167,321
730878.9583,211
730879,381
730879.0417,441
730879.0833,301
730879.125,411
730879.1667,51
730879.2083,1
730879.25,291
730879.2917,61
730879.3333,311
730879.375,101
730879.4167,51
730879.4583,71
730879.5,251
730879.5417,231
730879.5833,241
730879.625,261
730879.6667,501
730879.7083,271
730879.75,201
730879.7917,241
730879.8333,61
730879.875,261
730879.9167,201
730879.9583,61
730880,311
730880.0417,61
730880.0833,121
730880.125,71
730880.1667,301
730880.2083,191
730880.25,241
730880.2917,401
730880.3333,51
730880.375,121
730880.4167,131
730880.4583,421
730880.5,301
730880.5417,251
730880.5833,211
730880.625,111
730880.6667,271
730880.7083,421
730880.75,151
730880.7917,21
730880.8333,211
730880.875,181
730880.9167,171
730880.9583,121
730881,81
730881.0417,451
730881.0833,101
730881.125,371
730881.1667,151
730881.2083,471
730881.25,441
730881.2917,11
730881.3333,251
730881.375,371
730881.4167,461
730881.4583,501
730881.5,361
730881.5417,161
730881.5833,151
730881.625,451
730881.6667,341
730881.7083,211
730881.75,241
730881.7917,281
730881.8333,491
730881.875,31
730881.9167,451
730881.9583,111
730882,91
730882.0417,301
730882.0833,181
730882.125,171
730882.1667,291
730882.2083,181
730882.25,51
730882.2917,421
730882.3333,221
730882.375,261
730882.4167,321
730882.4583,121
730882.5,461
730882.5417,361
730882.5833,331
730882.625,221
730882.6667,241
730882.7083,411
730882.75,381
730882.7917,71
730882.8333,91
730882.875,151
730882.9167,451
730882.9583,421
730883,471
730883.0417,221
730883.0833,281
730883.125,361
730883.1667,101
730883.2083,201
730883.25,381
730883.2917,461
730883.3333,321
730883.375,261
730883.4167,441
730883.4583,51
730883.5,471
730883.5417,401
730883.5833,361
730883.625,381
730883.6667,431
730883.7083,431
730883.75,351
730883.7917,151
730883.8333,421
730883.875,341
730883.9167,131
730883.9583,281
730884,391
730884.0417,341
730884.0833,251
730884.125,331
730884.1667,301
730884.2083,411
730884.25,471
730884.2917,111
730884.3333,141
730884.375,351
730884.4167,461
730884.4583,91
730884.5,1
730884.5417,471
730884.5833,481
730884.625,321
730884.6667,401
730884.7083,1
730884.75,131
730884.7917,71
730884.8333,291
730884.875,11
730884.9167,231
730884.9583,131
730885,91
730885.0417,101
730885.0833,411
730885.125,101
730885.1667,451
730885.2083,101
730885.25,191
730885.2917,141
730885.3333,61
730885.375,231
730885.4167,121
730885.4583,481
730885.5,241
730885.5417,451
730885.5833,441
730885.625,271
730885.6667,391
730885.7083,441
730885.75,11
730885.7917,341
730885.8333,181
730885.875,111
730885.9167,211
730885.9583,31
730886,311
730886.0417,321
730886.0833,481
730886.125,101
730886.1667,131
730886.2083,231
730886.25,101
730886.2917,131
730886.3333,81
730886.375,181
730886.4167,311
730886.4583,301
730886.5,41
730886.5417,451
730886.5833,41
730886.625,41
730886.6667,191
730886.7083,331
730886.75,51
730886.7917,311
730886.8333,421
730886.875,431
730886.9167,151
730886.9583,271
730887,161
730887.0417,191
730887.0833,481
730887.125,221
730887.1667,211
730887.2083,311
730887.25,471
730887.2917,11
730887.3333,441
730887.375,31
730887.4167,211
730887.4583,381
730887.5,471
730887.5417,141
730887.5833,431
730887.625,441
730887.6667,321
730887.7083,301
730887.75,291
730887.7917,1
730887.8333,451
730887.875,481
730887.9167,101
730887.9583,231
730888,61
730888.0417,411
730888.0833,141
730888.125,281
730888.1667,351
730888.2083,411
730888.25,211
730888.2917,231
730888.3333,411
730888.375,131
730888.4167,131
730888.4583,281
730888.5,361
730888.5417,21
730888.5833,401
730888.625,271
730888.6667,311
730888.7083,371
730888.75,231
730888.7917,431
730888.8333,281
730888.875,391
730888.9167,241
730888.9583,291
730889,321
730889.0417,341
730889.0833,301
730889.125,1
730889.1667,311
730889.2083,381
730889.25,241
730889.2917,51
730889.3333,121
730889.375,361
730889.4167,211
730889.4583,41
730889.5,381
730889.5417,111
730889.5833,41
730889.625,451
730889.6667,141
730889.7083,341
730889.75,381
730889.7917,321
730889.8333,51
730889.875,71
730889.9167,51
730889.9583,91
730890,421
730890.0417,121
730890.0833,351
730890.125,191
730890.1667,281
730890.2083,151
730890.25,261
730890.2917,211
730890.3333,411
730890.375,71
730890.4167,141
730890.4583,141
730890.5,351
730890.5417,441
730890.5833,161
730890.625,491
730890.6667,341
730890.7083,441
730890.75,361
730890.7917,171
730890.8333,331
730890.875,271
730890.9167,431
730890.9583,51
730891,151
730891.0417,191
730891.0833,451
730891.125,121
730891.1667,471
730891.2083,391
730891.25,491
730891.2917,411
730891.3333,121
730891.375,141
730891.4167,211
730891.4583,241
730891.5,351
730891.5417,361
730891.5833,301
730891.625,481
730891.6667,281
730891.7083,21
730891.75,301
730891.7917,451
730891.8333,151
730891.875,421
730891.9167,221
730891.9583,321
730892,141
730892.0417,231
730892.0833,221
730892.125,31
730892.1667,201
730892.2083,11
730892.25,231
730892.2917,391
730892.3333,211
730892.375,151
730892.4167,421
730892.4583,451
730892.5,161
730892.5417,401
730892.5833,291
730892.625,281
730892.6667,191
730892.7083,171
730892.75,161
730892.7917,331
730892.8333,471
730892.875,301
730892.9167,61
730892.9583,101
730893,351
730893.0417,71
730893.0833,191
730893.125,171
730893.1667,281
730893.2083,21
730893.25,441
730893.2917,171
730893.3333,491
730893.375,381
730893.4167,421
730893.4583,411
730893.5,421
730893.5417,221
730893.5833,81
730893.625,11
730893.6667,381
730893.7083,191
730893.75,111
730893.7917,391
730893.8333,251
730893.875,471
730893.9167,301
730893.9583,401
730894,301
730894.0417,361
730894.0833,261
730894.125,401
730894.1667,61
730894.2083,261
730894.25,371
730894.2917,151
730894.3333,481
730894.375,431
730894.4167,461
730894.4583,391
730894.5,371
730894.5417,391
730894.5833,291
730894.625,271
730894.6667,371
730894.7083,481
730894.75,341
730894.7917,111
730894.8333,471
730894.875,231
730894.9167,121
730894.9583,51
730895,131
730895.0417,401
730895.0833,211
730895.125,151
730895.1667,341
730895.2083,291
730895.25,21
730895.2917,181
730895.3333,251
730895.375,71
730895.4167,421
730895.4583,251
730895.5,321
730895.5417,341
730895.5833,81
730895.625,221
730895.6667,211
730895.7083,71
730895.75,41
730895.7917,431
730895.8333,341
730895.875,341
730895.9167,311
730895.9583,281
730896,261
730896.0417,391
730896.0833,111
730896.125,431
730896.1667,161
730896.2083,381
730896.25,261
730896.2917,61
730896.3333,411
730896.375,31
730896.4167,121
730896.4583,481
730896.5,291
730896.5417,291
730896.5833,71
730896.625,431
730896.6667,251
730896.7083,221
730896.75,201
730896.7917,321
730896.8333,311
730896.875,101
730896.9167,261
730896.9583,201
730897,141
730897.0417,291
730897.0833,411
730897.125,251
730897.1667,31
730897.2083,321
730897.25,501
730897.2917,181
730897.3333,181
730897.375,261
730897.4167,311
730897.4583,31
730897.5,381
730897.5417,71
730897.5833,431
730897.625,311
730897.6667,361
730897.7083,421
730897.75,281
730897.7917,181
730897.8333,451
730897.875,291
730897.9167,41
730897.9583,191
730898,361
730898.0417,501
730898.0833,471
730898.125,211
730898.1667,341
730898.2083,211
730898.25,71
730898.2917,391
730898.3333,441
730898.375,461
730898.4167,51
730898.4583,471
730898.5,291
730898.5417,421
730898.5833,61
730898.625,311
730898.6667,331
730898.7083,211
730898.75,151
730898.7917,231
730898.8333,341
730898.875,471
730898.9167,201
730898.9583,321
730899,161
730899.0417,181
730899.0833,81
730899.125,471
730899.1667,31
730899.2083,281
730899.25,181
730899.2917,341
730899.3333,81
730899.375,231
730899.4167,371
730899.4583,441
730899.5,1
730899.5417,331
730899.5833,471
730899.625,141
730899.6667,221
730899.7083,71
730899.75,301
730899.7917,241
730899.8333,431
730899.875,141
730899.9167,101
730899.9583,61
730900,201
730900.0417,51
730900.0833,201
730900.125,431
730900.1667,441
730900.2083,381
730900.25,451
730900.2917,451
730900.3333,471
730900.375,261
730900.4167,171
730900.4583,281
730900.5,211
730900.5417,401
730900.5833,471
730900.625,401
730900.6667,301
730900.7083,131
730900.75,491
730900.7917,221
730900.8333,261
730900.875,161
730900.9167,81
730900.9583,301
730901,361
730901.0417,271
730901.0833,411
730901.125,241
730901.1667,351
730901.2083,471
730901.25,41
730901.2917,261
730901.3333,161
730901.375,441
730901.4167,201
730901.4583,291
730901.5,51
730901.5417,21
730901.5833,171
730901.625,191
730901.6667,41
730901.7083,21
730901.75,121
730901.7917,201
730901.8333,161
730901.875,91
730901.9167,421
730901.9583,421
730902,481
730902.0417,51
730902.0833,21
730902.125,201
730902.1667,321
730902.2083,481
730902.25,121
730902.2917,101
730902.3333,21
730902.375,161
730902.4167,141
730902.4583,341
730902.5,141
730902.5417,51
730902.5833,231
730902.625,431
730902.6667,141
730902.7083,371
730902.75,451
730902.7917,481
730902.8333,431
730902.875,461
730902.9167,71
730902.9583,431
730903,491
730903.0417,411
730903.0833,111
730903.125,101
730903.1667,211
730903.2083,151
730903.25,51
730903.2917,411
730903.3333,471
730903.375,41
730903.4167,471
730903.4583,461
730903.5,411
730903.5417,161
730903.5833,61
730903.625,171
730903.6667,211
730903.7083,361
730903.75,31
730903.7917,371
730903.8333,51
730903.875,71
730903.9167,441
730903.9583,451
730904,181
730904.0417,41
730904.0833,301
730904.125,431
730904.1667,181
730904.2083,21
730904.25,281
730904.2917,331
730904.3333,311
730904.375,51
730904.4167,131
730904.4583,251
730904.5,91
730904.5417,121
730904.5833,171
730904.625,241
730904.6667,331
730904.7083,141
730904.75,441
730904.7917,481
730904.8333,111
730904.875,21
730904.9167,261
730904.9583,401
730905,491
730905.0417,261
730905.0833,31
730905.125,11
730905.1667,11
730905.2083,371
730905.25,81
730905.2917,191
730905.3333,61
730905.375,271
730905.4167,61
730905.4583,351
730905.5,311
730905.5417,291
730905.5833,111
730905.625,201
730905.6667,201
730905.7083,481
730905.75,321
730905.7917,231
730905.8333,61
730905.875,391
730905.9167,461
730905.9583,341
730906,261
730906.0417,421
730906.0833,351
730906.125,411
730906.1667,81
730906.2083,471
730906.25,161
730906.2917,171
730906.3333,121
730906.375,451
730906.4167,231
730906.4583,471
730906.5,191
730906.5417,101
730906.5833,231
730906.625,231
730906.6667,111
730906.7083,481
730906.75,371
730906.7917,91
730906.8333,251
730906.875,371
730906.9167,101
730906.9583,271
730907,381
730907.0417,171
730907.0833,151
730907.125,261
730907.1667,221
730907.2083,121
730907.25,381
730907.2917,261
730907.3333,251
730907.375,121
730907.4167,411
730907.4583,401
730907.5,111
730907.5417,51
730907.5833,201
730907.625,491
730907.6667,191
730907.7083,341
730907.75,421
730907.7917,351
730907.8333,291
730907.875,181
730907.9167,261
730907.9583,81
730908,461
730908.0417,341
730908.0833,331
730908.125,431
730908.1667,191
730908.2083,331
730908.25,451
730908.2917,1
730908.3333,41
730908.375,371
730908.4167,471
730908.4583,1
730908.5,221
730908.5417,441
730908.5833,1
730908.625,341
730908.6667,41
730908.7083,171
730908.75,481
730908.7917,41
730908.8333,111
730908.875,391
730908.9167,381
730908.9583,11
730909,101
730909.0417,131
730909.0833,141
730909.125,61
730909.1667,341
730909.2083,311
730909.25,221
730909.2917,251
730909.3333,81
730909.375,71
730909.4167,261
730909.4583,211
730909.5,41
730909.5417,41
730909.5833,421
730909.625,471
730909.6667,271
730909.7083,71
730909.75,331
730909.7917,391
730909.8333,121
730909.875,261
730909.9167,91
730909.9583,421
730910,431
730910.0417,431
730910.0833,401
730910.125,1
730910.1667,441
730910.2083,201
730910.25,361
730910.2917,431
730910.3333,61
730910.375,361
730910.4167,311
730910.4583,281
730910.5,281
730910.5417,221
730910.5833,251
730910.625,61
730910.6667,311
730910.7083,351
730910.75,161
730910.7917,461
730910.8333,201
730910.875,171
730910.9167,461
730910.9583,431
730911,141
730911.0417,471
730911.0833,331
730911.125,361
730911.1667,381
730911.2083,291
730911.25,391
730911.2917,461
730911.3333,351
730911.375,221
730911.4167,151
730911.4583,461
730911.5,281
730911.5417,221
730911.5833,91
730911.625,231
730911.6667,451
730911.7083,471
730911.75,471
730911.7917,301
730911.8333,81
730911.875,481
730911.9167,131
730911.9583,341
730912,71
730912.0417,201
730912.0833,111
730912.125,181
730912.1667,351
730912.2083,131
730912.25,381
730912.2917,241
730912.3333,71
730912.375,211
730912.4167,411
730912.4583,321
730912.5,431
730912.5417,101
730912.5833,161
730912.625,131
730912.6667,451
730912.7083,181
730912.75,281
730912.7917,71
730912.8333,251
730912.875,161
730912.9167,31
730912.9583,441
730913,11
730913.0417,331
730913.0833,491
730913.125,341
730913.1667,101
730913.2083,111
730913.25,341
730913.2917,91
730913.3333,171
730913.375,11
730913.4167,361
730913.4583,211
730913.5,491
730913.5417,251
730913.5833,441
730913.625,51
730913.6667,221
730913.7083,31
730913.75,111
730913.7917,71
730913.8333,131
730913.875,91
730913.9167,51
730913.9583,151
730914,281
730914.0417,241
730914.0833,71
730914.125,401
730914.1667,91
730914.2083,121
730914.25,111
730914.2917,381
730914.3333,21
730914.375,51
730914.4167,141
730914.4583,151
730914.5,421
730914.5417,71
730914.5833,61
730914.625,91
730914.6667,241
730914.7083,131
730914.75,21
730914.7917,341
730914.8333,391
730914.875,171
730914.9167,351
730914.9583,491
730915,281
730915.0417,201
730915.0833,151
730915.125,191
730915.1667,91
730915.2083,21
730915.25,171
730915.2917,231
730915.3333,361
730915.375,341
730915.4167,391
730915.4583,21
730915.5,281
730915.5417,331
730915.5833,241
730915.625,111
730915.6667,221
730915.7083,481
730915.75,281
730915.7917,161
730915.8333,281
730915.875,201
730915.9167,421
730915.9583,331
730916,41
730916.0417,141
730916.0833,121
730916.125,451
730916.1667,441
730916.2083,41
730916.25,371
730916.2917,371
730916.3333,411
730916.375,431
730916.4167,161
730916.4583,171
730916.5,441
730916.5417,421
730916.5833,281
730916.625,451
730916.6667,71
730916.7083,371
730916.75,31
730916.7917,101
730916.8333,331
730916.875,311
730916.9167,141
730916.9583,431
730917,281
730917.0417,481
730917.0833,171
730917.125,301
730917.1667,51
730917.2083,321
730917.25,101
730917.2917,121
730917.3333,231
730917.375,461
730917.4167,361
730917.4583,101
730917.5,71
730917.5417,321
730917.5833,281
730917.625,81
730917.6667,461
730917.7083,321
730917.75,71
730917.7917,111
730917.8333,21
730917.875,321
730917.9167,341
730917.9583,321
730918,451
730918.0417,381
730918.0833,381
730918.125,11
730918.1667,371
730918.2083,91
730918.25,201
730918.2917,281
730918.3333,1
730918.375,111
730918.4167,421
730918.4583,31
730918.5,61
730918.5417,61
730918.5833,311
730918.625,471
730918.6667,71
730918.7083,71
730918.75,151
730918.7917,381
730918.8333,371
730918.875,421
730918.9167,351
730918.9583,391
730919,1
730919.0417,331
730919.0833,231
730919.125,471
730919.1667,431
730919.2083,301
730919.25,221
730919.2917,431
730919.3333,41
730919.375,361
730919.4167,411
730919.4583,381
730919.5,181
730919.5417,241
730919.5833,101
730919.625,111
730919.6667,411
730919.7083,351
730919.75,21
730919.7917,451
730919.8333,371
730919.875,341
730919.9167,31
730919.9583,351
