Time (matlab datenum format),Cloud Amount (okta)
732742.0833,0
732742.125,6
732742.1667,4
732742.2083,9
732742.25,5
732742.2917,5
732742.3333,1
732742.375,7
732742.4167,2
732742.4583,7
732742.5,9
732742.5417,1
732742.5833,4
732742.625,5
732742.6667,6
732742.7083,0
732742.75,6
732742.7917,5
732742.8333,3
732742.875,5
732742.9167,4
732742.9583,1
732743,4
732743.0417,6
732743.0833,7
732743.125,7
732743.1667,2
732743.2083,4
732743.25,5
732743.2917,1
732743.3333,3
732743.375,8
732743.4167,2
732743.4583,5
732743.5,2
732743.5417,9
732743.5833,7
732743.625,5
732743.6667,8
732743.7083,8
732743.75,7
732743.7917,6
732743.8333,5
732743.875,4
732743.9167,1
732743.9583,7
732744,2
732744.0417,2
732744.0833,2
732744.125,8
732744.1667,2
732744.2083,9
732744.25,1
732744.2917,6
732744.3333,0
732744.375,6
732744.4167,1
732744.4583,5
732744.5,3
732744.5417,8
732744.5833,8
732744.625,7
732744.6667,5
732744.7083,0
732744.75,9
732744.7917,8
732744.8333,1
732744.875,8
732744.9167,8
732744.9583,6
732745,4
732745.0417,2
732745.0833,6
732745.125,1
732745.1667,9
732745.2083,0
732745.25,2
732745.2917,8
732745.3333,3
732745.375,7
732745.4167,3
732745.4583,9
732745.5,7
732745.5417,4
732745.5833,7
732745.625,5
732745.6667,7
732745.7083,2
732745.75,4
732745.7917,6
732745.8333,5
732745.875,8
732745.9167,1
732745.9583,6
732746,8
732746.0417,4
732746.0833,3
732746.125,0
732746.1667,7
732746.2083,0
732746.25,4
732746.2917,5
732746.3333,0
732746.375,6
732746.4167,1
732746.4583,5
732746.5,0
732746.5417,9
732746.5833,2
732746.625,4
732746.6667,7
732746.7083,4
732746.75,1
732746.7917,5
732746.8333,6
732746.875,5
732746.9167,1
732746.9583,0
732747,7
732747.0417,7
732747.0833,0
732747.125,4
732747.1667,2
732747.2083,8
732747.25,2
732747.2917,8
732747.3333,2
732747.375,6
732747.4167,2
732747.4583,9
732747.5,3
732747.5417,4
732747.5833,6
732747.625,8
732747.6667,2
732747.7083,9
732747.75,2
732747.7917,3
732747.8333,4
732747.875,2
732747.9167,7
732747.9583,9
732748,2
732748.0417,9
732748.0833,4
732748.125,3
732748.1667,7
732748.2083,6
732748.25,6
732748.2917,8
732748.3333,5
732748.375,2
732748.4167,1
732748.4583,0
732748.5,6
732748.5417,3
732748.5833,7
732748.625,8
732748.6667,7
732748.7083,2
732748.75,3
732748.7917,3
732748.8333,6
732748.875,4
732748.9167,4
732748.9583,3
732749,5
732749.0417,2
732749.0833,4
732749.125,8
732749.1667,3
732749.2083,4
732749.25,7
732749.2917,1
732749.3333,5
732749.375,3
732749.4167,4
732749.4583,3
732749.5,6
732749.5417,7
732749.5833,2
732749.625,0
732749.6667,4
732749.7083,8
732749.75,2
732749.7917,6
732749.8333,7
732749.875,9
732749.9167,0
732749.9583,5
732750,8
732750.0417,8
732750.0833,1
732750.125,4
732750.1667,8
732750.2083,8
732750.25,2
732750.2917,5
732750.3333,8
732750.375,8
732750.4167,7
732750.4583,2
732750.5,8
732750.5417,5
732750.5833,2
732750.625,5
732750.6667,7
732750.7083,0
732750.75,4
732750.7917,1
732750.8333,9
732750.875,7
732750.9167,3
732750.9583,1
732751,2
732751.0417,1
732751.0833,3
732751.125,7
732751.1667,6
732751.2083,1
732751.25,6
732751.2917,7
732751.3333,8
732751.375,4
732751.4167,4
732751.4583,5
732751.5,3
732751.5417,7
732751.5833,6
732751.625,3
732751.6667,7
732751.7083,9
732751.75,0
732751.7917,8
732751.8333,4
732751.875,5
732751.9167,8
732751.9583,4
732752,8
732752.0417,1
732752.0833,1
732752.125,7
732752.1667,2
732752.2083,7
732752.25,2
732752.2917,2
732752.3333,5
732752.375,1
732752.4167,0
732752.4583,5
732752.5,7
732752.5417,5
732752.5833,2
732752.625,5
732752.6667,1
732752.7083,9
732752.75,4
732752.7917,2
732752.8333,5
732752.875,4
732752.9167,3
732752.9583,3
732753,3
732753.0417,8
732753.0833,2
732753.125,1
732753.1667,6
732753.2083,8
732753.25,7
732753.2917,5
732753.3333,8
732753.375,9
732753.4167,0
732753.4583,2
732753.5,6
732753.5417,1
732753.5833,0
732753.625,6
732753.6667,2
732753.7083,8
732753.75,5
732753.7917,8
732753.8333,4
732753.875,1
732753.9167,9
732753.9583,8
732754,8
732754.0417,3
732754.0833,1
732754.125,4
732754.1667,3
732754.2083,9
732754.25,6
732754.2917,6
732754.3333,2
732754.375,3
732754.4167,8
732754.4583,3
732754.5,8
732754.5417,7
732754.5833,5
732754.625,2
732754.6667,8
732754.7083,7
732754.75,1
732754.7917,7
732754.8333,6
732754.875,1
732754.9167,1
732754.9583,6
732755,8
732755.0417,2
732755.0833,5
732755.125,5
732755.1667,9
732755.2083,3
732755.25,6
732755.2917,1
732755.3333,1
732755.375,2
732755.4167,6
732755.4583,9
732755.5,4
732755.5417,2
732755.5833,8
732755.625,9
732755.6667,6
732755.7083,2
732755.75,4
732755.7917,9
732755.8333,5
732755.875,4
732755.9167,7
732755.9583,5
732756,6
732756.0417,7
732756.0833,4
732756.125,3
732756.1667,5
732756.2083,4
732756.25,7
732756.2917,3
732756.3333,6
732756.375,7
732756.4167,4
732756.4583,6
732756.5,6
732756.5417,5
732756.5833,5
732756.625,7
732756.6667,1
732756.7083,4
732756.75,5
732756.7917,2
732756.8333,1
732756.875,5
732756.9167,3
732756.9583,9
732757,6
732757.0417,1
732757.0833,3
732757.125,1
732757.1667,4
732757.2083,1
732757.25,4
732757.2917,4
732757.3333,1
732757.375,5
732757.4167,0
732757.4583,7
732757.5,5
732757.5417,3
732757.5833,2
732757.625,2
732757.6667,9
732757.7083,0
732757.75,9
732757.7917,1
732757.8333,4
732757.875,2
732757.9167,6
732757.9583,1
732758,3
732758.0417,2
732758.0833,8
732758.125,1
732758.1667,3
732758.2083,6
732758.25,0
732758.2917,5
732758.3333,3
732758.375,6
732758.4167,4
732758.4583,0
732758.5,6
732758.5417,6
732758.5833,7
732758.625,3
732758.6667,8
732758.7083,2
732758.75,1
732758.7917,6
732758.8333,7
732758.875,3
732758.9167,4
732758.9583,2
732759,3
732759.0417,3
732759.0833,4
732759.125,1
732759.1667,5
732759.2083,0
732759.25,7
732759.2917,0
732759.3333,3
732759.375,1
732759.4167,4
732759.4583,6
732759.5,4
732759.5417,2
732759.5833,2
732759.625,2
732759.6667,2
732759.7083,3
732759.75,6
732759.7917,6
732759.8333,7
732759.875,4
732759.9167,5
732759.9583,3
732760,5
732760.0417,7
732760.0833,9
732760.125,7
732760.1667,4
732760.2083,3
732760.25,6
732760.2917,2
732760.3333,4
732760.375,2
732760.4167,4
732760.4583,8
732760.5,7
732760.5417,2
732760.5833,2
732760.625,4
732760.6667,3
732760.7083,4
732760.75,6
732760.7917,0
732760.8333,6
732760.875,8
732760.9167,2
732760.9583,1
732761,9
732761.0417,9
732761.0833,4
732761.125,7
732761.1667,0
732761.2083,6
732761.25,0
732761.2917,7
732761.3333,1
732761.375,8
732761.4167,4
732761.4583,6
732761.5,7
732761.5417,6
732761.5833,5
732761.625,8
732761.6667,7
732761.7083,0
732761.75,7
732761.7917,3
732761.8333,9
732761.875,2
732761.9167,6
732761.9583,3
732762,1
732762.0417,3
732762.0833,5
732762.125,5
732762.1667,1
732762.2083,6
732762.25,4
732762.2917,6
732762.3333,4
732762.375,2
732762.4167,7
732762.4583,9
732762.5,4
732762.5417,3
732762.5833,9
732762.625,7
732762.6667,6
732762.7083,4
732762.75,0
732762.7917,6
732762.8333,0
732762.875,2
732762.9167,5
732762.9583,1
732763,7
732763.0417,0
732763.0833,5
732763.125,3
732763.1667,5
732763.2083,6
732763.25,0
732763.2917,1
732763.3333,6
732763.375,1
732763.4167,4
732763.4583,3
732763.5,4
732763.5417,1
732763.5833,0
732763.625,0
732763.6667,2
732763.7083,6
732763.75,9
732763.7917,8
732763.8333,7
732763.875,4
732763.9167,7
732763.9583,3
732764,9
732764.0417,1
732764.0833,7
732764.125,8
732764.1667,7
732764.2083,7
732764.25,4
732764.2917,8
732764.3333,8
732764.375,6
732764.4167,7
732764.4583,4
732764.5,2
732764.5417,3
732764.5833,9
732764.625,2
732764.6667,2
732764.7083,4
732764.75,2
732764.7917,8
732764.8333,6
732764.875,8
732764.9167,1
732764.9583,0
732765,1
732765.0417,6
732765.0833,3
732765.125,6
732765.1667,6
732765.2083,5
732765.25,0
732765.2917,0
732765.3333,5
732765.375,1
732765.4167,0
732765.4583,6
732765.5,7
732765.5417,7
732765.5833,2
732765.625,4
732765.6667,1
732765.7083,3
732765.75,7
732765.7917,1
732765.8333,3
732765.875,7
732765.9167,3
732765.9583,5
732766,4
732766.0417,8
732766.0833,7
732766.125,8
732766.1667,5
732766.2083,7
732766.25,0
732766.2917,3
732766.3333,4
732766.375,1
732766.4167,1
732766.4583,6
732766.5,7
732766.5417,4
732766.5833,5
732766.625,9
732766.6667,1
732766.7083,9
732766.75,6
732766.7917,2
732766.8333,6
732766.875,8
732766.9167,1
732766.9583,3
732767,0
732767.0417,3
732767.0833,0
732767.125,4
732767.1667,8
732767.2083,6
732767.25,4
732767.2917,6
732767.3333,8
732767.375,6
732767.4167,7
732767.4583,3
732767.5,9
732767.5417,7
732767.5833,1
732767.625,7
732767.6667,8
732767.7083,2
732767.75,4
732767.7917,0
732767.8333,0
732767.875,3
732767.9167,0
732767.9583,1
732768,0
732768.0417,7
732768.0833,4
732768.125,1
732768.1667,8
732768.2083,5
732768.25,2
732768.2917,9
732768.3333,3
732768.375,1
732768.4167,4
732768.4583,6
732768.5,7
732768.5417,2
732768.5833,8
732768.625,6
732768.6667,8
732768.7083,6
732768.75,1
732768.7917,3
732768.8333,5
732768.875,8
732768.9167,6
732768.9583,2
732769,3
732769.0417,4
732769.0833,5
732769.125,5
732769.1667,8
732769.2083,2
732769.25,8
732769.2917,2
732769.3333,6
732769.375,3
732769.4167,6
732769.4583,6
732769.5,0
732769.5417,5
732769.5833,5
732769.625,5
732769.6667,9
732769.7083,0
732769.75,3
732769.7917,5
732769.8333,8
732769.875,6
732769.9167,3
732769.9583,3
732770,9
732770.0417,2
732770.0833,3
732770.125,2
732770.1667,1
732770.2083,5
732770.25,8
732770.2917,3
732770.3333,2
732770.375,1
732770.4167,0
732770.4583,4
732770.5,2
732770.5417,1
732770.5833,6
732770.625,3
732770.6667,2
732770.7083,1
732770.75,3
732770.7917,7
732770.8333,7
732770.875,8
732770.9167,4
732770.9583,8
732771,6
732771.0417,1
732771.0833,6
732771.125,6
732771.1667,6
732771.2083,7
732771.25,8
732771.2917,8
732771.3333,7
732771.375,8
732771.4167,6
732771.4583,3
732771.5,6
732771.5417,8
732771.5833,2
732771.625,2
732771.6667,7
732771.7083,4
732771.75,8
732771.7917,2
732771.8333,4
732771.875,4
732771.9167,4
732771.9583,5
732772,5
732772.0417,8
732772.0833,4
732772.125,8
732772.1667,1
732772.2083,6
732772.25,1
732772.2917,3
732772.3333,2
732772.375,2
732772.4167,1
732772.4583,8
732772.5,4
732772.5417,5
732772.5833,7
732772.625,5
732772.6667,7
732772.7083,7
732772.75,2
732772.7917,8
732772.8333,0
732772.875,5
732772.9167,4
732772.9583,0
732773,2
732773.0417,5
732773.0833,3
732773.125,3
732773.1667,2
732773.2083,4
732773.25,7
732773.2917,4
732773.3333,5
732773.375,7
732773.4167,4
732773.4583,0
732773.5,2
732773.5417,8
732773.5833,6
732773.625,1
732773.6667,4
732773.7083,1
732773.75,2
732773.7917,2
732773.8333,6
732773.875,2
732773.9167,1
732773.9583,9
732774,1
732774.0417,7
732774.0833,3
732774.125,3
732774.1667,7
732774.2083,6
732774.25,2
732774.2917,8
732774.3333,1
732774.375,3
732774.4167,1
732774.4583,1
732774.5,6
732774.5417,6
732774.5833,7
732774.625,6
732774.6667,9
732774.7083,8
732774.75,2
732774.7917,8
732774.8333,6
732774.875,4
732774.9167,4
732774.9583,4
732775,3
732775.0417,5
732775.0833,8
732775.125,8
732775.1667,4
732775.2083,1
732775.25,3
732775.2917,4
732775.3333,9
732775.375,7
732775.4167,5
732775.4583,6
732775.5,4
732775.5417,2
732775.5833,8
732775.625,4
732775.6667,5
732775.7083,6
732775.75,1
732775.7917,3
732775.8333,6
732775.875,2
732775.9167,8
732775.9583,5
732776,5
732776.0417,2
732776.0833,1
732776.125,3
732776.1667,5
732776.2083,7
732776.25,7
732776.2917,2
732776.3333,2
732776.375,7
732776.4167,8
732776.4583,1
732776.5,8
732776.5417,5
732776.5833,5
732776.625,4
732776.6667,5
732776.7083,9
732776.75,7
732776.7917,7
732776.8333,8
732776.875,6
732776.9167,0
732776.9583,8
732777,0
732777.0417,8
732777.0833,7
732777.125,3
732777.1667,5
732777.2083,0
732777.25,2
732777.2917,4
732777.3333,2
732777.375,5
732777.4167,9
732777.4583,4
732777.5,6
732777.5417,8
732777.5833,0
732777.625,4
732777.6667,3
732777.7083,3
732777.75,2
732777.7917,6
732777.8333,3
732777.875,3
732777.9167,8
732777.9583,4
732778,6
732778.0417,4
732778.0833,4
732778.125,4
732778.1667,3
732778.2083,8
732778.25,4
732778.2917,7
732778.3333,7
732778.375,6
732778.4167,0
732778.4583,7
732778.5,8
732778.5417,1
732778.5833,7
732778.625,7
732778.6667,0
732778.7083,6
732778.75,7
732778.7917,1
732778.8333,6
732778.875,6
732778.9167,6
732778.9583,2
732779,8
732779.0417,3
732779.0833,1
732779.125,8
732779.1667,8
732779.2083,1
732779.25,5
732779.2917,5
732779.3333,5
732779.375,2
732779.4167,2
732779.4583,8
732779.5,7
732779.5417,2
732779.5833,7
732779.625,6
732779.6667,4
732779.7083,2
732779.75,2
732779.7917,5
732779.8333,5
732779.875,6
732779.9167,4
732779.9583,7
732780,8
732780.0417,2
732780.0833,3
732780.125,1
732780.1667,2
732780.2083,0
732780.25,7
732780.2917,8
732780.3333,6
732780.375,1
732780.4167,5
732780.4583,2
732780.5,4
732780.5417,4
732780.5833,1
732780.625,8
732780.6667,2
732780.7083,9
732780.75,5
732780.7917,7
732780.8333,7
732780.875,8
732780.9167,6
732780.9583,0
732781,8
732781.0417,3
732781.0833,0
732781.125,0
732781.1667,4
732781.2083,5
732781.25,5
732781.2917,7
732781.3333,5
732781.375,2
732781.4167,7
732781.4583,7
732781.5,6
732781.5417,6
732781.5833,4
732781.625,7
732781.6667,7
732781.7083,8
732781.75,1
732781.7917,4
732781.8333,8
732781.875,0
732781.9167,3
732781.9583,6
732782,2
732782.0417,6
732782.0833,8
732782.125,8
732782.1667,2
732782.2083,7
732782.25,9
732782.2917,2
732782.3333,8
732782.375,3
732782.4167,8
732782.4583,2
732782.5,1
732782.5417,2
732782.5833,8
732782.625,1
732782.6667,3
732782.7083,9
732782.75,9
732782.7917,8
732782.8333,1
732782.875,1
732782.9167,1
732782.9583,4
732783,2
732783.0417,0
732783.0833,4
732783.125,3
732783.1667,5
732783.2083,7
732783.25,9
732783.2917,4
732783.3333,5
732783.375,5
732783.4167,6
732783.4583,4
732783.5,6
732783.5417,4
732783.5833,5
732783.625,2
732783.6667,6
732783.7083,5
732783.75,4
732783.7917,8
732783.8333,3
732783.875,0
732783.9167,2
732783.9583,8
732784,7
732784.0417,6
732784.0833,5
732784.125,7
732784.1667,1
732784.2083,1
732784.25,6
732784.2917,3
732784.3333,1
732784.375,7
732784.4167,3
732784.4583,8
732784.5,6
732784.5417,5
732784.5833,4
732784.625,7
732784.6667,2
732784.7083,6
732784.75,5
732784.7917,4
732784.8333,6
732784.875,2
732784.9167,5
732784.9583,3
732785,6
732785.0417,3
732785.0833,3
732785.125,3
732785.1667,3
732785.2083,4
732785.25,4
732785.2917,4
732785.3333,7
732785.375,5
732785.4167,7
732785.4583,6
732785.5,5
732785.5417,1
732785.5833,7
732785.625,7
732785.6667,4
732785.7083,1
732785.75,1
732785.7917,8
732785.8333,8
732785.875,3
732785.9167,2
732785.9583,1
732786,7
732786.0417,7
732786.0833,9
732786.125,0
732786.1667,8
732786.2083,8
732786.25,4
732786.2917,4
732786.3333,2
732786.375,7
732786.4167,5
732786.4583,3
732786.5,5
732786.5417,9
732786.5833,1
732786.625,5
732786.6667,7
732786.7083,8
732786.75,5
732786.7917,8
732786.8333,1
732786.875,7
732786.9167,4
732786.9583,6
732787,9
732787.0417,5
732787.0833,7
732787.125,3
732787.1667,5
732787.2083,5
732787.25,5
732787.2917,7
732787.3333,8
732787.375,7
732787.4167,7
732787.4583,4
732787.5,9
732787.5417,6
732787.5833,5
732787.625,1
732787.6667,5
732787.7083,2
732787.75,3
732787.7917,6
732787.8333,3
732787.875,5
732787.9167,8
732787.9583,3
732788,1
732788.0417,5
732788.0833,2
732788.125,6
732788.1667,7
732788.2083,7
732788.25,1
732788.2917,9
732788.3333,7
732788.375,1
732788.4167,2
732788.4583,3
732788.5,7
732788.5417,6
732788.5833,1
732788.625,7
732788.6667,6
732788.7083,1
732788.75,2
732788.7917,4
732788.8333,1
732788.875,7
732788.9167,5
732788.9583,7
732789,8
732789.0417,6
732789.0833,1
732789.125,3
732789.1667,1
732789.2083,8
732789.25,1
732789.2917,2
732789.3333,3
732789.375,5
732789.4167,3
732789.4583,4
732789.5,2
732789.5417,5
732789.5833,9
732789.625,4
732789.6667,3
732789.7083,5
732789.75,7
732789.7917,2
732789.8333,3
732789.875,1
732789.9167,6
732789.9583,5
732790,4
732790.0417,2
732790.0833,7
732790.125,1
732790.1667,4
732790.2083,7
732790.25,7
732790.2917,1
732790.3333,2
732790.375,9
732790.4167,8
732790.4583,0
732790.5,1
732790.5417,1
732790.5833,9
732790.625,4
732790.6667,9
732790.7083,9
732790.75,8
732790.7917,8
732790.8333,1
732790.875,5
732790.9167,8
732790.9583,7
732791,5
732791.0417,2
732791.0833,1
732791.125,4
732791.1667,3
732791.2083,5
732791.25,2
732791.2917,4
732791.3333,2
732791.375,3
732791.4167,3
732791.4583,0
732791.5,7
732791.5417,5
732791.5833,8
732791.625,1
732791.6667,3
732791.7083,8
732791.75,1
732791.7917,1
732791.8333,2
732791.875,2
732791.9167,1
732791.9583,6
732792,3
732792.0417,8
732792.0833,2
732792.125,2
732792.1667,4
732792.2083,2
732792.25,6
732792.2917,5
732792.3333,2
732792.375,4
732792.4167,8
732792.4583,6
732792.5,2
732792.5417,3
732792.5833,2
732792.625,6
732792.6667,8
732792.7083,7
732792.75,2
732792.7917,7
732792.8333,6
732792.875,3
732792.9167,2
732792.9583,2
732793,5
732793.0417,2
732793.0833,3
732793.125,6
732793.1667,3
732793.2083,6
732793.25,5
732793.2917,6
732793.3333,3
732793.375,5
732793.4167,7
732793.4583,8
732793.5,1
732793.5417,5
732793.5833,8
732793.625,8
732793.6667,9
732793.7083,6
732793.75,8
732793.7917,3
732793.8333,2
732793.875,8
732793.9167,3
732793.9583,3
732794,6
732794.0417,8
732794.0833,4
732794.125,5
732794.1667,8
732794.2083,2
732794.25,4
732794.2917,2
732794.3333,5
732794.375,6
732794.4167,2
732794.4583,7
732794.5,1
732794.5417,0
732794.5833,0
732794.625,0
732794.6667,1
732794.7083,7
732794.75,2
732794.7917,4
732794.8333,9
732794.875,0
732794.9167,8
732794.9583,4
732795,8
732795.0417,8
732795.0833,0
732795.125,7
732795.1667,5
732795.2083,8
732795.25,1
732795.2917,0
732795.3333,1
732795.375,3
732795.4167,4
732795.4583,2
732795.5,6
732795.5417,5
732795.5833,7
732795.625,8
732795.6667,9
732795.7083,9
732795.75,9
732795.7917,2
732795.8333,3
732795.875,1
732795.9167,8
732795.9583,9
732796,5
732796.0417,5
732796.0833,3
732796.125,3
732796.1667,1
732796.2083,5
732796.25,2
732796.2917,6
732796.3333,4
732796.375,2
732796.4167,8
732796.4583,1
732796.5,1
732796.5417,5
732796.5833,8
732796.625,4
732796.6667,8
732796.7083,5
732796.75,9
732796.7917,1
732796.8333,5
732796.875,2
732796.9167,4
732796.9583,6
732797,6
732797.0417,4
732797.0833,8
732797.125,5
732797.1667,3
732797.2083,1
732797.25,6
732797.2917,6
732797.3333,4
732797.375,2
732797.4167,6
732797.4583,0
732797.5,6
732797.5417,4
732797.5833,9
732797.625,5
732797.6667,7
732797.7083,7
732797.75,5
732797.7917,3
732797.8333,6
732797.875,0
732797.9167,6
732797.9583,2
732798,1
732798.0417,2
732798.0833,9
732798.125,7
732798.1667,3
732798.2083,5
732798.25,6
732798.2917,7
732798.3333,4
732798.375,3
732798.4167,6
732798.4583,1
732798.5,6
732798.5417,1
732798.5833,2
732798.625,9
732798.6667,2
732798.7083,4
732798.75,4
732798.7917,4
732798.8333,8
732798.875,7
732798.9167,8
732798.9583,4
732799,1
732799.0417,7
732799.0833,6
732799.125,5
732799.1667,1
732799.2083,4
732799.25,0
732799.2917,6
732799.3333,2
732799.375,6
732799.4167,2
732799.4583,1
732799.5,4
732799.5417,2
732799.5833,4
732799.625,5
732799.6667,4
732799.7083,3
732799.75,5
732799.7917,6
732799.8333,7
732799.875,6
732799.9167,3
732799.9583,6
732800,9
732800.0417,0
732800.0833,2
732800.125,2
732800.1667,4
732800.2083,8
732800.25,9
732800.2917,8
732800.3333,8
732800.375,7
732800.4167,3
732800.4583,7
732800.5,2
732800.5417,6
732800.5833,6
732800.625,4
732800.6667,1
732800.7083,3
732800.75,3
732800.7917,2
732800.8333,1
732800.875,1
732800.9167,8
732800.9583,0
732801,4
732801.0417,5
732801.0833,4
732801.125,3
732801.1667,9
732801.2083,6
732801.25,8
732801.2917,1
732801.3333,6
732801.375,4
732801.4167,4
732801.4583,1
732801.5,9
732801.5417,2
732801.5833,9
732801.625,4
732801.6667,2
732801.7083,1
732801.75,3
732801.7917,8
732801.8333,7
732801.875,3
732801.9167,4
732801.9583,9
732802,9
732802.0417,8
732802.0833,5
732802.125,0
732802.1667,5
732802.2083,3
732802.25,7
732802.2917,0
732802.3333,6
732802.375,4
732802.4167,1
732802.4583,9
732802.5,6
732802.5417,4
732802.5833,5
732802.625,5
732802.6667,5
732802.7083,4
732802.75,3
732802.7917,1
732802.8333,8
732802.875,4
732802.9167,9
732802.9583,1
732803,5
732803.0417,1
732803.0833,5
732803.125,7
732803.1667,2
732803.2083,3
732803.25,1
732803.2917,6
732803.3333,6
732803.375,7
732803.4167,6
732803.4583,6
732803.5,7
732803.5417,4
732803.5833,3
732803.625,6
732803.6667,1
732803.7083,5
732803.75,7
732803.7917,5
732803.8333,9
732803.875,2
732803.9167,2
732803.9583,0
732804,3
732804.0417,0
732804.0833,4
732804.125,0
732804.1667,6
732804.2083,5
732804.25,0
732804.2917,0
732804.3333,4
732804.375,2
732804.4167,0
732804.4583,9
732804.5,0
732804.5417,5
732804.5833,2
732804.625,4
732804.6667,7
732804.7083,0
732804.75,6
732804.7917,4
732804.8333,8
732804.875,0
732804.9167,0
732804.9583,8
732805,4
732805.0417,6
732805.0833,2
732805.125,2
732805.1667,0
732805.2083,8
732805.25,2
732805.2917,5
732805.3333,6
732805.375,5
732805.4167,8
732805.4583,3
732805.5,4
732805.5417,3
732805.5833,3
732805.625,9
732805.6667,3
732805.7083,6
732805.75,6
732805.7917,5
732805.8333,6
732805.875,7
