Time (matlab datenum format),Wind speed 10m (m/s)
730752.7083,3
730752.75,6
730752.7917,6
730752.8333,11
730752.875,6
730752.9167,2
730752.9583,6
730753,5
730753.0417,2
730753.0833,6
730753.125,6
730753.1667,8
730753.2083,9
730753.25,3
730753.2917,4
730753.3333,1
730753.375,5
730753.4167,2
730753.4583,8
730753.5,9
730753.5417,1
730753.5833,5
730753.625,1
730753.6667,2
730753.7083,11
730753.75,4
730753.7917,3
730753.8333,7
730753.875,8
730753.9167,2
730753.9583,2
730754,3
730754.0417,3
730754.0833,4
730754.125,3
730754.1667,11
730754.2083,14
730754.25,5
730754.2917,5
730754.3333,4
730754.375,3
730754.4167,10
730754.4583,16
730754.5,4
730754.5417,11
730754.5833,7
730754.625,2
730754.6667,6
730754.7083,3
730754.75,9
730754.7917,9
730754.8333,4
730754.875,4
730754.9167,3
730754.9583,8
730755,6
730755.0417,3
730755.0833,9
730755.125,5
730755.1667,4
730755.2083,9
730755.25,3
730755.2917,3
730755.3333,7
730755.375,3
730755.4167,3
730755.4583,7
730755.5,4
730755.5417,2
730755.5833,8
730755.625,7
730755.6667,7
730755.7083,9
730755.75,12
730755.7917,8
730755.8333,15
730755.875,6
730755.9167,7
730755.9583,9
730756,4
730756.0417,4
730756.0833,4
730756.125,5
730756.1667,2
730756.2083,1
730756.25,5
730756.2917,4
730756.3333,4
730756.375,2
730756.4167,6
730756.4583,4
730756.5,2
730756.5417,17
730756.5833,1
730756.625,3
730756.6667,6
730756.7083,4
730756.75,5
730756.7917,3
730756.8333,6
730756.875,7
730756.9167,3
730756.9583,2
730757,2
730757.0417,5
730757.0833,4
730757.125,9
730757.1667,7
730757.2083,6
730757.25,2
730757.2917,6
730757.3333,7
730757.375,4
730757.4167,10
730757.4583,7
730757.5,8
730757.5417,4
730757.5833,5
730757.625,4
730757.6667,3
730757.7083,9
730757.75,2
730757.7917,9
730757.8333,13
730757.875,1
730757.9167,14
730757.9583,3
730758,7
730758.0417,5
730758.0833,2
730758.125,13
730758.1667,3
730758.2083,7
730758.25,3
730758.2917,7
730758.3333,8
730758.375,7
730758.4167,11
730758.4583,11
730758.5,8
730758.5417,9
730758.5833,6
730758.625,5
730758.6667,3
730758.7083,8
730758.75,4
730758.7917,9
730758.8333,8
730758.875,5
730758.9167,17
730758.9583,2
730759,2
730759.0417,4
730759.0833,7
730759.125,2
730759.1667,2
730759.2083,5
730759.25,3
730759.2917,11
730759.3333,6
730759.375,6
730759.4167,11
730759.4583,7
730759.5,7
730759.5417,3
730759.5833,9
730759.625,2
730759.6667,7
730759.7083,11
730759.75,4
730759.7917,8
730759.8333,6
730759.875,5
730759.9167,6
730759.9583,1
730760,3
730760.0417,2
730760.0833,2
730760.125,2
730760.1667,4
730760.2083,8
730760.25,2
730760.2917,10
730760.3333,4
730760.375,16
730760.4167,1
730760.4583,5
730760.5,1
730760.5417,7
730760.5833,1
730760.625,10
730760.6667,8
730760.7083,12
730760.75,7
730760.7917,3
730760.8333,7
730760.875,8
730760.9167,7
730760.9583,2
730761,6
730761.0417,3
730761.0833,6
730761.125,10
730761.1667,5
730761.2083,4
730761.25,10
730761.2917,16
730761.3333,6
730761.375,4
730761.4167,2
730761.4583,2
730761.5,5
730761.5417,7
730761.5833,6
730761.625,6
730761.6667,9
730761.7083,9
730761.75,0
730761.7917,3
730761.8333,8
730761.875,4
730761.9167,5
730761.9583,9
730762,1
730762.0417,13
730762.0833,8
730762.125,7
730762.1667,3
730762.2083,2
730762.25,10
730762.2917,5
730762.3333,5
730762.375,5
730762.4167,2
730762.4583,5
730762.5,4
730762.5417,17
730762.5833,3
730762.625,4
730762.6667,11
730762.7083,3
730762.75,6
730762.7917,6
730762.8333,3
730762.875,8
730762.9167,4
730762.9583,5
730763,3
730763.0417,4
730763.0833,3
730763.125,8
730763.1667,6
730763.2083,6
730763.25,4
730763.2917,11
730763.3333,8
730763.375,8
730763.4167,5
730763.4583,6
730763.5,4
730763.5417,8
730763.5833,6
730763.625,4
730763.6667,5
730763.7083,10
730763.75,5
730763.7917,7
730763.8333,8
730763.875,1
730763.9167,5
730763.9583,2
730764,2
730764.0417,3
730764.0833,13
730764.125,5
730764.1667,2
730764.2083,6
730764.25,8
730764.2917,6
730764.3333,1
730764.375,13
730764.4167,11
730764.4583,5
730764.5,9
730764.5417,14
730764.5833,8
730764.625,6
730764.6667,2
730764.7083,8
730764.75,5
730764.7917,5
730764.8333,18
730764.875,4
730764.9167,5
730764.9583,3
730765,4
730765.0417,6
730765.0833,2
730765.125,8
730765.1667,6
730765.2083,7
730765.25,4
730765.2917,4
730765.3333,9
730765.375,17
730765.4167,7
730765.4583,8
730765.5,5
730765.5417,6
730765.5833,3
730765.625,6
730765.6667,5
730765.7083,9
730765.75,4
730765.7917,6
730765.8333,6
730765.875,2
730765.9167,6
730765.9583,5
730766,9
730766.0417,8
730766.0833,10
730766.125,2
730766.1667,1
730766.2083,6
730766.25,4
730766.2917,6
730766.3333,1
730766.375,8
730766.4167,9
730766.4583,8
730766.5,4
730766.5417,12
730766.5833,2
730766.625,3
730766.6667,5
730766.7083,4
730766.75,6
730766.7917,8
730766.8333,9
730766.875,8
730766.9167,8
730766.9583,8
730767,8
730767.0417,0
730767.0833,7
730767.125,2
730767.1667,4
730767.2083,3
730767.25,6
730767.2917,7
730767.3333,2
730767.375,10
730767.4167,9
730767.4583,7
730767.5,9
730767.5417,6
730767.5833,7
730767.625,6
730767.6667,6
730767.7083,4
730767.75,5
730767.7917,4
730767.8333,9
730767.875,4
730767.9167,8
730767.9583,10
730768,2
730768.0417,2
730768.0833,2
730768.125,3
730768.1667,3
730768.2083,4
730768.25,11
730768.2917,8
730768.3333,10
730768.375,6
730768.4167,6
730768.4583,6
730768.5,4
730768.5417,2
730768.5833,3
730768.625,4
730768.6667,6
730768.7083,7
730768.75,1
730768.7917,10
730768.8333,6
730768.875,4
730768.9167,8
730768.9583,2
730769,2
730769.0417,6
730769.0833,3
730769.125,4
730769.1667,2
730769.2083,4
730769.25,4
730769.2917,7
730769.3333,2
730769.375,9
730769.4167,2
730769.4583,13
730769.5,8
730769.5417,5
730769.5833,8
730769.625,4
730769.6667,8
730769.7083,1
730769.75,2
730769.7917,4
730769.8333,6
730769.875,9
730769.9167,4
730769.9583,9
730770,2
730770.0417,2
730770.0833,3
730770.125,8
730770.1667,6
730770.2083,6
730770.25,6
730770.2917,5
730770.3333,2
730770.375,2
730770.4167,13
730770.4583,17
730770.5,9
730770.5417,6
730770.5833,5
730770.625,2
730770.6667,7
730770.7083,9
730770.75,2
730770.7917,4
730770.8333,2
730770.875,6
730770.9167,13
730770.9583,5
730771,2
730771.0417,2
730771.0833,7
730771.125,3
730771.1667,5
730771.2083,2
730771.25,2
730771.2917,4
730771.3333,7
730771.375,14
730771.4167,6
730771.4583,1
730771.5,8
730771.5417,10
730771.5833,12
730771.625,18
730771.6667,6
730771.7083,18
730771.75,5
730771.7917,1
730771.8333,5
730771.875,3
730771.9167,17
730771.9583,4
730772,10
730772.0417,1
730772.0833,6
730772.125,5
730772.1667,9
730772.2083,8
730772.25,5
730772.2917,10
730772.3333,6
730772.375,2
730772.4167,4
730772.4583,10
730772.5,11
730772.5417,6
730772.5833,6
730772.625,4
730772.6667,7
730772.7083,3
730772.75,10
730772.7917,3
730772.8333,4
730772.875,6
730772.9167,1
730772.9583,4
730773,11
730773.0417,5
730773.0833,2
730773.125,7
730773.1667,4
730773.2083,6
730773.25,3
730773.2917,7
730773.3333,3
730773.375,13
730773.4167,4
730773.4583,4
730773.5,5
730773.5417,1
730773.5833,5
730773.625,2
730773.6667,5
730773.7083,3
730773.75,6
730773.7917,10
730773.8333,6
730773.875,3
730773.9167,5
730773.9583,4
730774,1
730774.0417,10
730774.0833,5
730774.125,10
730774.1667,1
730774.2083,4
730774.25,3
730774.2917,2
730774.3333,8
730774.375,4
730774.4167,5
730774.4583,7
730774.5,6
730774.5417,5
730774.5833,3
730774.625,12
730774.6667,2
730774.7083,4
730774.75,7
730774.7917,9
730774.8333,16
730774.875,6
730774.9167,2
730774.9583,3
730775,6
730775.0417,13
730775.0833,9
730775.125,5
730775.1667,7
730775.2083,9
730775.25,5
730775.2917,6
730775.3333,7
730775.375,4
730775.4167,6
730775.4583,4
730775.5,5
730775.5417,3
730775.5833,7
730775.625,3
730775.6667,4
730775.7083,3
730775.75,4
730775.7917,9
730775.8333,4
730775.875,7
730775.9167,13
730775.9583,9
730776,3
730776.0417,3
730776.0833,1
730776.125,10
730776.1667,13
730776.2083,2
730776.25,7
730776.2917,7
730776.3333,7
730776.375,4
730776.4167,3
730776.4583,13
730776.5,5
730776.5417,3
730776.5833,4
730776.625,4
730776.6667,4
730776.7083,1
730776.75,7
730776.7917,6
730776.8333,7
730776.875,5
730776.9167,6
730776.9583,4
730777,4
730777.0417,3
730777.0833,6
730777.125,3
730777.1667,3
730777.2083,6
730777.25,2
730777.2917,1
730777.3333,4
730777.375,4
730777.4167,4
730777.4583,7
730777.5,4
730777.5417,3
730777.5833,6
730777.625,3
730777.6667,1
730777.7083,7
730777.75,7
730777.7917,7
730777.8333,2
730777.875,6
730777.9167,1
730777.9583,2
730778,3
730778.0417,4
730778.0833,7
730778.125,4
730778.1667,8
730778.2083,0
730778.25,15
730778.2917,11
730778.3333,4
730778.375,8
730778.4167,3
730778.4583,1
730778.5,14
730778.5417,10
730778.5833,12
730778.625,8
730778.6667,8
730778.7083,6
730778.75,9
730778.7917,5
730778.8333,12
730778.875,7
730778.9167,3
730778.9583,4
730779,1
730779.0417,10
730779.0833,10
730779.125,1
730779.1667,8
730779.2083,8
730779.25,3
730779.2917,1
730779.3333,6
730779.375,8
730779.4167,4
730779.4583,3
730779.5,10
730779.5417,3
730779.5833,5
730779.625,2
730779.6667,6
730779.7083,3
730779.75,5
730779.7917,6
730779.8333,8
730779.875,6
730779.9167,10
730779.9583,2
730780,3
730780.0417,2
730780.0833,3
730780.125,5
730780.1667,4
730780.2083,2
730780.25,3
730780.2917,10
730780.3333,6
730780.375,5
730780.4167,3
730780.4583,7
730780.5,8
730780.5417,4
730780.5833,8
730780.625,1
730780.6667,5
730780.7083,24
730780.75,6
730780.7917,6
730780.8333,2
730780.875,2
730780.9167,3
730780.9583,8
730781,8
730781.0417,4
730781.0833,6
730781.125,5
730781.1667,5
730781.2083,5
730781.25,3
730781.2917,9
730781.3333,3
730781.375,6
730781.4167,5
730781.4583,11
730781.5,10
730781.5417,11
730781.5833,3
730781.625,2
730781.6667,10
730781.7083,3
730781.75,7
730781.7917,9
730781.8333,2
730781.875,4
730781.9167,4
730781.9583,4
730782,10
730782.0417,6
730782.0833,1
730782.125,6
730782.1667,4
730782.2083,6
730782.25,3
730782.2917,12
730782.3333,6
730782.375,7
730782.4167,6
730782.4583,4
730782.5,5
730782.5417,1
730782.5833,3
730782.625,2
730782.6667,4
730782.7083,1
730782.75,7
730782.7917,3
730782.8333,1
730782.875,10
730782.9167,11
730782.9583,2
730783,4
730783.0417,15
730783.0833,4
730783.125,10
730783.1667,5
730783.2083,3
730783.25,4
730783.2917,4
730783.3333,8
730783.375,7
730783.4167,4
730783.4583,6
730783.5,6
730783.5417,1
730783.5833,10
730783.625,4
730783.6667,8
730783.7083,6
730783.75,2
730783.7917,10
730783.8333,4
730783.875,2
730783.9167,5
730783.9583,2
730784,6
730784.0417,4
730784.0833,7
730784.125,1
730784.1667,6
730784.2083,12
730784.25,8
730784.2917,8
730784.3333,7
730784.375,3
730784.4167,4
730784.4583,10
730784.5,5
730784.5417,9
730784.5833,4
730784.625,3
730784.6667,9
730784.7083,4
730784.75,13
730784.7917,6
730784.8333,10
730784.875,3
730784.9167,2
730784.9583,8
730785,3
730785.0417,1
730785.0833,2
730785.125,2
730785.1667,4
730785.2083,5
730785.25,8
730785.2917,7
730785.3333,11
730785.375,3
730785.4167,1
730785.4583,1
730785.5,6
730785.5417,15
730785.5833,3
730785.625,2
730785.6667,7
730785.7083,2
730785.75,10
730785.7917,9
730785.8333,7
730785.875,6
730785.9167,19
730785.9583,3
730786,6
730786.0417,6
730786.0833,4
730786.125,6
730786.1667,11
730786.2083,3
730786.25,11
730786.2917,2
730786.3333,6
730786.375,8
730786.4167,7
730786.4583,8
730786.5,4
730786.5417,10
730786.5833,8
730786.625,7
730786.6667,4
730786.7083,7
730786.75,13
730786.7917,6
730786.8333,4
730786.875,13
730786.9167,6
730786.9583,2
730787,10
730787.0417,9
730787.0833,6
730787.125,6
730787.1667,3
730787.2083,13
730787.25,4
730787.2917,6
730787.3333,3
730787.375,5
730787.4167,3
730787.4583,5
730787.5,10
730787.5417,25
730787.5833,3
730787.625,5
730787.6667,8
730787.7083,4
730787.75,4
730787.7917,3
730787.8333,8
730787.875,6
730787.9167,3
730787.9583,11
730788,9
730788.0417,3
730788.0833,7
730788.125,7
730788.1667,3
730788.2083,7
730788.25,7
730788.2917,5
730788.3333,6
730788.375,4
730788.4167,5
730788.4583,3
730788.5,8
730788.5417,15
730788.5833,15
730788.625,11
730788.6667,1
730788.7083,5
730788.75,2
730788.7917,4
730788.8333,5
730788.875,6
730788.9167,2
730788.9583,10
730789,7
730789.0417,1
730789.0833,4
730789.125,5
730789.1667,7
730789.2083,6
730789.25,9
730789.2917,16
730789.3333,5
730789.375,16
730789.4167,8
730789.4583,2
730789.5,3
730789.5417,4
730789.5833,11
730789.625,2
730789.6667,12
730789.7083,9
730789.75,5
730789.7917,2
730789.8333,3
730789.875,2
730789.9167,3
730789.9583,5
730790,6
730790.0417,3
730790.0833,2
730790.125,6
730790.1667,3
730790.2083,3
730790.25,3
730790.2917,7
730790.3333,0
730790.375,4
730790.4167,4
730790.4583,13
730790.5,11
730790.5417,7
730790.5833,2
730790.625,5
730790.6667,10
730790.7083,4
730790.75,8
730790.7917,5
730790.8333,6
730790.875,7
730790.9167,6
730790.9583,4
730791,9
730791.0417,4
730791.0833,3
730791.125,5
730791.1667,5
730791.2083,9
730791.25,6
730791.2917,14
730791.3333,5
730791.375,2
730791.4167,4
730791.4583,6
730791.5,2
730791.5417,3
730791.5833,7
730791.625,3
730791.6667,9
730791.7083,7
730791.75,5
730791.7917,7
730791.8333,2
730791.875,4
730791.9167,8
730791.9583,2
730792,4
730792.0417,5
730792.0833,8
730792.125,2
730792.1667,5
730792.2083,2
730792.25,8
730792.2917,13
730792.3333,4
730792.375,5
730792.4167,6
730792.4583,12
730792.5,7
730792.5417,14
730792.5833,15
730792.625,5
730792.6667,9
730792.7083,21
730792.75,5
730792.7917,3
730792.8333,1
730792.875,8
730792.9167,1
730792.9583,3
730793,6
730793.0417,12
730793.0833,2
730793.125,6
730793.1667,5
730793.2083,6
730793.25,3
730793.2917,4
730793.3333,6
730793.375,4
730793.4167,9
730793.4583,8
730793.5,8
730793.5417,2
730793.5833,9
730793.625,5
730793.6667,7
730793.7083,9
730793.75,8
730793.7917,4
730793.8333,4
730793.875,4
730793.9167,5
730793.9583,4
730794,6
730794.0417,5
730794.0833,4
730794.125,6
730794.1667,8
730794.2083,3
730794.25,4
730794.2917,5
730794.3333,2
730794.375,5
730794.4167,3
730794.4583,10
730794.5,4
730794.5417,4
730794.5833,9
730794.625,6
730794.6667,8
730794.7083,6
730794.75,5
730794.7917,8
730794.8333,1
730794.875,3
730794.9167,4
730794.9583,2
730795,3
730795.0417,15
730795.0833,6
730795.125,5
730795.1667,3
730795.2083,6
730795.25,1
730795.2917,6
730795.3333,5
730795.375,12
730795.4167,5
730795.4583,9
730795.5,10
730795.5417,5
730795.5833,1
730795.625,9
730795.6667,11
730795.7083,10
730795.75,1
730795.7917,16
730795.8333,12
730795.875,7
730795.9167,7
730795.9583,9
730796,5
730796.0417,12
730796.0833,4
730796.125,5
730796.1667,6
730796.2083,3
730796.25,3
730796.2917,2
730796.3333,4
730796.375,6
730796.4167,2
730796.4583,5
730796.5,5
730796.5417,16
730796.5833,10
730796.625,8
730796.6667,3
730796.7083,8
730796.75,6
730796.7917,5
730796.8333,3
730796.875,2
730796.9167,1
730796.9583,5
730797,3
730797.0417,9
730797.0833,6
730797.125,5
730797.1667,4
730797.2083,10
730797.25,0
730797.2917,7
730797.3333,6
730797.375,3
730797.4167,4
730797.4583,5
730797.5,1
730797.5417,3
730797.5833,9
730797.625,3
730797.6667,7
730797.7083,5
730797.75,8
730797.7917,7
730797.8333,1
730797.875,7
730797.9167,5
730797.9583,7
730798,3
730798.0417,8
730798.0833,5
730798.125,8
730798.1667,3
730798.2083,3
730798.25,15
730798.2917,5
730798.3333,5
730798.375,2
730798.4167,6
730798.4583,2
730798.5,7
730798.5417,6
730798.5833,1
730798.625,8
730798.6667,9
730798.7083,4
730798.75,6
730798.7917,9
730798.8333,1
730798.875,9
730798.9167,3
730798.9583,16
730799,10
730799.0417,11
730799.0833,5
730799.125,3
730799.1667,2
730799.2083,4
730799.25,4
730799.2917,8
730799.3333,4
730799.375,6
730799.4167,11
730799.4583,7
730799.5,8
730799.5417,6
730799.5833,1
730799.625,6
730799.6667,3
730799.7083,13
730799.75,8
730799.7917,10
730799.8333,5
730799.875,4
730799.9167,8
730799.9583,9
730800,7
730800.0417,6
730800.0833,5
730800.125,4
730800.1667,7
730800.2083,4
730800.25,3
730800.2917,5
730800.3333,3
730800.375,9
730800.4167,8
730800.4583,5
730800.5,6
730800.5417,4
730800.5833,3
730800.625,6
730800.6667,15
730800.7083,14
730800.75,5
730800.7917,5
730800.8333,7
730800.875,6
730800.9167,7
730800.9583,12
730801,12
730801.0417,6
730801.0833,6
730801.125,6
730801.1667,5
730801.2083,3
730801.25,13
730801.2917,7
730801.3333,8
730801.375,4
730801.4167,8
730801.4583,2
730801.5,10
730801.5417,9
730801.5833,3
730801.625,11
730801.6667,14
730801.7083,10
730801.75,7
730801.7917,9
730801.8333,3
730801.875,4
730801.9167,7
730801.9583,9
730802,2
730802.0417,8
730802.0833,4
730802.125,7
730802.1667,5
730802.2083,5
730802.25,3
730802.2917,7
730802.3333,8
730802.375,6
730802.4167,9
730802.4583,3
730802.5,7
730802.5417,8
730802.5833,3
730802.625,6
730802.6667,3
730802.7083,2
730802.75,3
730802.7917,5
730802.8333,4
730802.875,3
730802.9167,4
730802.9583,2
730803,7
730803.0417,2
730803.0833,12
730803.125,1
730803.1667,4
730803.2083,4
730803.25,3
730803.2917,3
730803.3333,11
730803.375,5
730803.4167,10
730803.4583,5
730803.5,10
730803.5417,5
730803.5833,1
730803.625,7
730803.6667,2
730803.7083,5
730803.75,4
730803.7917,2
730803.8333,3
730803.875,5
730803.9167,9
730803.9583,3
730804,10
730804.0417,1
730804.0833,6
730804.125,2
730804.1667,3
730804.2083,2
730804.25,3
730804.2917,11
730804.3333,5
730804.375,2
730804.4167,5
730804.4583,5
730804.5,2
730804.5417,8
730804.5833,3
730804.625,3
730804.6667,3
730804.7083,5
730804.75,11
730804.7917,2
730804.8333,8
730804.875,1
730804.9167,1
730804.9583,4
730805,7
730805.0417,6
730805.0833,2
730805.125,4
730805.1667,1
730805.2083,6
730805.25,2
730805.2917,6
730805.3333,10
730805.375,7
730805.4167,5
730805.4583,5
730805.5,5
730805.5417,13
730805.5833,8
730805.625,5
730805.6667,2
730805.7083,12
730805.75,14
730805.7917,5
730805.8333,3
730805.875,5
730805.9167,1
730805.9583,12
730806,10
730806.0417,5
730806.0833,12
730806.125,1
730806.1667,4
730806.2083,11
730806.25,3
730806.2917,5
730806.3333,5
730806.375,2
730806.4167,8
730806.4583,12
730806.5,8
730806.5417,4
730806.5833,5
730806.625,5
730806.6667,6
730806.7083,7
730806.75,6
730806.7917,4
730806.8333,4
730806.875,12
730806.9167,5
730806.9583,3
730807,12
730807.0417,6
730807.0833,5
730807.125,3
730807.1667,6
730807.2083,6
730807.25,8
730807.2917,6
730807.3333,2
730807.375,12
730807.4167,5
730807.4583,4
730807.5,6
730807.5417,13
730807.5833,2
730807.625,2
730807.6667,8
730807.7083,14
730807.75,3
730807.7917,8
730807.8333,3
730807.875,7
730807.9167,6
730807.9583,4
730808,6
730808.0417,2
730808.0833,7
730808.125,5
730808.1667,3
730808.2083,4
730808.25,4
730808.2917,3
730808.3333,4
730808.375,5
730808.4167,1
730808.4583,6
730808.5,1
730808.5417,6
730808.5833,14
730808.625,4
730808.6667,5
730808.7083,8
730808.75,5
730808.7917,14
730808.8333,4
730808.875,4
730808.9167,2
730808.9583,4
730809,2
730809.0417,1
730809.0833,3
730809.125,7
730809.1667,10
730809.2083,3
730809.25,6
730809.2917,10
730809.3333,16
730809.375,12
730809.4167,4
730809.4583,9
730809.5,3
730809.5417,16
730809.5833,5
730809.625,5
730809.6667,6
730809.7083,16
730809.75,6
730809.7917,14
730809.8333,7
730809.875,4
730809.9167,9
730809.9583,3
730810,10
730810.0417,3
730810.0833,2
730810.125,3
730810.1667,10
730810.2083,6
730810.25,3
730810.2917,8
730810.3333,8
730810.375,11
730810.4167,5
730810.4583,8
730810.5,6
730810.5417,3
730810.5833,10
730810.625,5
730810.6667,6
730810.7083,6
730810.75,4
730810.7917,7
730810.8333,5
730810.875,3
730810.9167,8
730810.9583,6
730811,6
730811.0417,5
730811.0833,3
730811.125,1
730811.1667,4
730811.2083,3
730811.25,2
730811.2917,7
730811.3333,3
730811.375,3
730811.4167,12
730811.4583,6
730811.5,6
730811.5417,10
730811.5833,5
730811.625,7
730811.6667,6
730811.7083,15
730811.75,3
730811.7917,3
730811.8333,7
730811.875,6
730811.9167,10
730811.9583,7
730812,8
730812.0417,14
730812.0833,4
730812.125,3
730812.1667,4
730812.2083,5
730812.25,2
730812.2917,2
730812.3333,8
730812.375,4
730812.4167,4
730812.4583,6
730812.5,1
730812.5417,7
730812.5833,9
730812.625,7
730812.6667,2
730812.7083,5
730812.75,4
730812.7917,7
730812.8333,2
730812.875,4
730812.9167,8
730812.9583,7
730813,4
730813.0417,14
730813.0833,4
730813.125,8
730813.1667,6
730813.2083,4
730813.25,7
730813.2917,9
730813.3333,3
730813.375,5
730813.4167,4
730813.4583,5
730813.5,6
730813.5417,4
730813.5833,5
730813.625,4
730813.6667,4
730813.7083,13
730813.75,12
730813.7917,2
730813.8333,6
730813.875,6
730813.9167,1
730813.9583,6
730814,3
730814.0417,11
730814.0833,7
730814.125,3
730814.1667,7
730814.2083,0
730814.25,1
730814.2917,12
730814.3333,10
730814.375,4
730814.4167,9
730814.4583,4
730814.5,8
730814.5417,4
730814.5833,9
730814.625,9
730814.6667,11
730814.7083,6
730814.75,6
730814.7917,6
730814.8333,4
730814.875,7
730814.9167,3
730814.9583,2
730815,4
730815.0417,7
